SKU,Demanda,Qty,Máquina,TR min/u,Er,%U,%Srap,(1-Scrap),Vi,Takt Time Meta min/U,Horas Disponibles por Turno,Turnos disponibles al día,TR min/u total,Tci min/kilo,Tc/TktT,No MQ,Takt Time Prod. Min/Un,Minutos disponibles por mes-turno,Minutos totales de carga,HORAS EXTRA
TC2VS0600T1012ROJ1P,753,30.12,M3,344.1,0.9,0.85,0.1,0.9,0.9,544.33,8,1,10364.292000000001,8898.634545454546,16.347867186182178,17.0,523.449090909091,9600,15766.28661818182,102.77144363636368
TC2VS0600T1012ROS1P,480,19.2,M1,344.1,0.9,0.85,0.1,0.9,0.9,544.33,8,1,6606.72,5672.436363636363,10.420951194379077,11.0,515.6760330578512,9600,9900.979834710743,5.016330578512377
TC2VS0600T85AMA1P,2060,82.4,M2,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,28163.496000000003,24180.779393939396,44.423014336779886,45.0,537.3506531986533,9600,44277.69382356903,577.9615637261505
TC2VS0600T85AZU1P,578,23.12,M3,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,7902.184800000001,6784.704121212122,12.464321498378046,13.0,521.9003170163171,9600,12066.335329417252,41.10558882362087
TC2VS0600T85BEI1P,28,1.12,M1,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,382.80480000000006,328.67078787878796,0.6038079618591442,1.0,328.67078787878796,9600,368.1112824242426,0.0
TC2VS0600T85BLA1P,2100,84.0,M2,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,28710.36,24650.309090909093,45.28559713943581,46.0,535.8762845849803,9600,45013.60790513835,590.2267984189725
TC2VS0600T85CEL1P,945,37.8,M3,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,12919.662,11092.63909090909,20.378518712746107,21.0,528.220909090909,9600,19966.750363636358,172.77917272727262
TC2VS0600T85NEG1P,611,24.44,M1,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,8353.347600000001,7172.066121212122,13.17595231056918,14.0,512.2904372294373,9600,12520.37828588745,48.67297143145749
TC2VS0600T85PIE1P,732,29.28,M2,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,10007.611200000001,8592.393454545456,15.785265288603338,16.0,537.024590909091,9600,15724.080021818185,102.06800036363641
TC2VS0600T85ROJ1P,1069,42.76,M3,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,14614.9404,12548.181151515151,23.052525400979462,24.0,522.8408813131313,9600,22356.676084949493,212.61126808249156
TC2VS0600T85ROS1P,660,26.4,M1,341.79,0.9,0.85,0.1,0.9,0.9,544.33,8,1,9023.256,7747.239999999999,14.232616243822678,15.0,516.4826666666665,9600,13635.142399999995,67.25237333333325
TC4VS0600T79AMA1P,2576,103.04,M2,345.16,0.9,0.85,0.1,0.9,0.9,544.33,8,1,35565.286400000005,30535.851959595962,56.098050740535996,57.0,535.7167010455432,9600,55200.24887573278,760.0041479288797
TC4VS0600T79AZU1P,514,20.56,M3,345.16,0.9,0.85,0.1,0.9,0.9,544.33,8,1,7096.4896,6092.945616161617,11.193477515774653,12.0,507.7454680134681,9600,10439.246822356903,13.987447039281717
TC4VS0600T79BLA1P,1515,60.6,M1,345.16,0.9,0.85,0.1,0.9,0.9,544.33,8,1,20916.696000000004,17958.779393939396,32.99244831984163,33.0,544.2054361799817,9600,32978.84943250689,389.6474905417815
TC4VS0600T79CEL1P,696,27.84,M2,345.16,0.9,0.85,0.1,0.9,0.9,544.33,8,1,9609.2544,8250.369939393939,15.156926752877736,16.0,515.6481212121212,9600,14355.643694545453,79.26072824242422
TC4VS0600T79PIE1P,240,9.6,M3,345.16,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3313.536,2844.955151515151,5.226526466509564,6.0,474.15919191919187,9600,4551.928242424242,0.0
TC4VS0600T79ROJ1P,988,39.52,M1,345.16,0.9,0.85,0.1,0.9,0.9,544.33,8,1,13640.723200000002,11711.732040404042,21.515867287131044,22.0,532.3514563820019,9600,21038.529556216716,190.6421592702786
TC4VS0600T79ROS1P,636,25.44,M2,345.16,0.9,0.85,0.1,0.9,0.9,544.33,8,1,8780.870400000002,7539.131151515153,13.850295136250349,14.0,538.509367965368,9600,13699.678321038964,68.32797201731607
TC5VS0712T85AZU1P,3546,141.84,M3,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,46347.6384,39793.426909090915,73.1053348319786,74.0,537.7490122850123,9600,76274.31990250615,1111.238665041769
TC5VS0712T85BEH1P,298,11.92,M1,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3894.9791999999998,3344.1740606060603,6.143651940194478,7.0,477.7391515151515,9600,5694.650686060606,0.0
TC5VS0712T85BEI1P,6,0.24,M2,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,78.4224,67.33236363636362,0.12369769007102974,1.0,67.33236363636362,9600,16.15976727272727,0.0
TC5VS0712T85BLA1P,5677,227.08,M3,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,74200.6608,63707.63806060606,117.03863108887266,118.0,539.8952378017462,9600,122599.41060002055,1883.3235100003426
TC5VS0712T85CAF1P,891,35.64,M1,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,11645.7264,9998.856,18.36910697554792,19.0,526.2555789473685,9600,18755.74883368421,152.59581389473684
TC5VS0712T85CEK1P,1927,77.08,M2,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,25186.660799999998,21624.910787878787,39.72757479447906,40.0,540.6227696969697,9600,41671.20308824242,534.520051470707
TC5VS0712T85GRC1P,1572,62.88,M3,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,20546.6688,17641.079272727275,32.408794798609804,33.0,534.5781597796143,9600,33614.27468694215,400.2379114490359
TC5VS0712T85GRO1P,282,11.28,M1,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3685.8527999999997,3164.6210909090905,5.813791433338398,6.0,527.4368484848484,9600,5949.487650909089,0.0
TC5VS0712T85KAK1P,322,12.88,M2,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,4208.6688,3613.503515151515,6.638442700478596,7.0,516.2147878787879,9600,6648.846467878789,0.0
TC5VS0712T85MUS1P,869,34.76,M3,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,11358.177599999999,9751.970666666666,17.91554877862081,18.0,541.7761481481481,9600,18832.138909629626,153.86898182716044
TC5VS0712T85NEG1P,3048,121.92,M1,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,39838.5792,34204.84072727273,62.83842655608312,63.0,542.9339797979798,9600,66194.51081696969,943.2418469494949
TC5VS0712T85VOS1P,191,7.64,M2,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2496.4464,2143.4135757575755,3.937709800594447,4.0,535.8533939393939,9600,4093.919929696969,0.0
TC5VS0712T85PIE1P,2244,89.76,M3,326.76,0.9,0.85,0.1,0.9,0.9,544.33,8,1,29329.977600000002,25182.304,46.262936086565134,47.0,535.7937021276596,9600,48092.84270297873,641.5473783829788
TC2VS0418T85AZU1P,816,32.64,M1,336.84,0.9,0.85,0.1,0.9,0.9,544.33,8,1,10994.4576,9439.685818181819,17.34184376790149,18.0,524.42698989899,9600,17117.296950303033,125.28828250505055
TC2VS0418T85BEI1P,246,9.84,M2,336.84,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3314.5055999999995,2845.787636363636,5.2280558417938305,6.0,474.2979393939393,9600,4667.091723636363,0.0
TC2VS0418T85BLA1P,2664,106.56,M3,336.84,0.9,0.85,0.1,0.9,0.9,544.33,8,1,35893.670399999995,30817.797818181814,56.61601935991368,57.0,540.6631196172248,9600,57613.06202641147,800.2177004401912
TC2VS0418T85CAF1P,456,18.24,M1,336.84,0.9,0.85,0.1,0.9,0.9,544.33,8,1,6143.961599999999,5275.118545454544,9.691030340886122,10.0,527.5118545454544,9600,9621.816226909088,0.3636037818181345
TC2VS0418T85GRI1P,12,0.48,M2,336.84,0.9,0.85,0.1,0.9,0.9,544.33,8,1,161.68319999999997,138.81890909090907,0.2550271142338454,1.0,138.81890909090907,9600,66.63307636363635,0.0
TC2VS0418T85MUS1P,426,17.04,M3,336.84,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5739.753599999999,4928.071272727272,9.053462555301511,10.0,492.8071272727272,9600,8397.433448727272,0.0
TC2VS0418T85NEG1P,1064,42.56,M1,336.84,0.9,0.85,0.1,0.9,0.9,544.33,8,1,14335.910399999999,12308.609939393937,22.61240412873429,23.0,535.1569538866929,9600,22776.279957417653,219.6046659569609
TC2VS0418T85VOS1P,535,21.4,M2,336.84,0.9,0.85,0.1,0.9,0.9,544.33,8,1,7208.375999999999,6189.009696969696,11.369958842925607,12.0,515.750808080808,9600,11037.06729292929,23.951121548821508
TC1VS0575T1012AZU1P,6113,244.52,M3,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,79363.8564,68140.6847878788,125.1826737234376,126.0,540.7990856180857,9600,132236.1924153343,2043.9365402555718
TC1VS0575T1012BEI1P,2317,92.68,M1,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,30081.1476,25827.24793939394,47.44777605385325,48.0,538.0676654040404,9600,49868.11122964647,671.1351871607745
TC1VS0575T1012BLA1P,5128,205.12,M2,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,66575.7984,57161.03903030303,105.01173742087157,106.0,539.255085191538,9600,110612.00307448828,1683.5333845748048
TC1VS0575T1012CAF1P,3622,144.88,M3,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,47023.7016,40373.88521212121,74.17170689126304,75.0,538.3184694949495,9600,77991.57986042828,1139.8596643404712
TC1VS0575T1012CFH1P,221,8.84,M1,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2869.1988,2463.4535151515156,4.525661850626487,5.0,492.6907030303031,9600,4355.385814787879,0.0
TC1VS0575T1012CEK1P,2100,84.0,M2,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,27263.88,23408.38181818182,43.004026634912314,44.0,532.0086776859505,9600,44688.72892561984,584.8121487603307
TC1VS0575T1012GOS1P,1390,55.6,M3,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,18046.092,15494.119393939394,28.46457001072767,29.0,534.2799791013584,9600,29705.96683803553,335.09944730059215
TC1VS0575T1012GRC1P,2675,107.0,M1,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,34728.99,29817.819696969695,54.77893868970972,55.0,542.1421763085399,9600,58009.21286501377,806.8202144168961
TC1VS0575T1012KAK1P,455,18.2,M2,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5907.174,5071.81606060606,9.317539104230999,10.0,507.181606060606,9600,9230.705230303029,0.0
TC1VS0575T1012MUS1P,1956,78.24,M3,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,25394.356799999998,21803.235636363635,40.05517909423261,41.0,531.7862350332593,9600,41606.95502900221,533.4492504833702
TC1VS0575T1012NEG1P,7200,288.0,M1,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,93476.16,80257.3090909091,147.44237703398505,148.0,542.2791154791155,9600,156176.38525798527,2442.9397542997544
TC1VS0575T1012PIE1P,2519,100.76,M2,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,32703.6732,28078.911333333333,51.58435385397338,52.0,539.979064102564,9600,54408.290498974355,746.8048416495726
TC1VS0575T1012VIN1P,188,7.52,M3,324.57,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2440.7664,2095.607515151515,3.849884289220721,4.0,523.9018787878788,9600,3939.7421284848483,0.0
TC5VS0712T79AZU1P,3631,145.24,M1,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,42980.8732,36902.76991919192,67.7948485646426,68.0,542.6877929292929,9600,78819.9750450505,1153.6662507508415
TC5VS0712T79BEI1P,62,2.48,M2,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,733.9064,630.1216565656565,1.1576096422494746,2.0,315.06082828282825,9600,781.3508541414141,0.0
TC5VS0712T79BLA1P,6265,250.6,M3,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,74160.058,63672.77707070707,116.9745872369832,117.0,544.2117698351032,9600,136379.46952067685,2112.9911586779476
TC5VS0712T79CAF1P,1351,54.04,M1,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,15992.0572,13730.55416161616,25.224687527081294,26.0,528.098236985237,9600,28538.428726682207,315.64047877803677
TC5VS0712T79CEL1P,1920,76.8,M2,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,22727.424,19513.444848484847,35.848556663209536,36.0,542.0401346801347,9600,41628.68234343434,533.8113723905723
TC5VS0712T79GRC1P,1891,75.64,M3,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,22384.1452,19218.710525252525,35.30709408860898,36.0,533.8530701459035,9600,40380.64622583614,513.0107704306024
TC5VS0712T79KAK1P,46,1.84,M1,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,544.5112,467.5096161616162,0.8588716700560618,1.0,467.5096161616162,9600,860.2176937373738,0.0
TC5VS0712T79MUS1P,461,18.44,M2,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5456.949200000001,4685.259414141416,8.607387823822709,9.0,520.5843793490462,9600,9599.575955196413,0.0
TC5VS0712T79NEG1P,2643,105.72,M3,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,31285.7196,26861.476424242424,49.347778781699375,50.0,537.2295284848485,9600,56795.905751418184,786.598429190303
TC5VS0712T79PIE1P,1542,61.68,M1,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,18252.9624,15671.735393939392,28.790872070140157,29.0,540.4046687565308,9600,33332.159968902815,395.5359994817136
TC5VS0712T79ROJ1P,3,0.12,M2,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,35.5116,30.489757575757576,0.0560133697862649,1.0,30.489757575757576,9600,3.658770909090909,0.0
TC5VS0712T79VIN1P,6,0.24,M3,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,71.0232,60.97951515151515,0.1120267395725298,1.0,60.97951515151515,9600,14.635083636363635,0.0
TC5VS0712T79VOS1P,192,7.68,M1,295.93,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2272.7424,1951.3444848484849,3.5848556663209536,4.0,487.8361212121212,9600,3746.5814109090907,0.0
TC4VS0418T79AMA1P,326,13.04,M2,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,4032.1505599999996,3461.94745050505,6.360015892023312,7.0,494.5639215007214,9600,6449.113536369407,0.0
TC4VS0418T79AZU1P,227,9.08,M3,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2807.66312,2410.6198505050506,4.428600022973289,5.0,482.1239701010101,9600,4377.685648517172,0.0
TC4VS0418T79BLA1P,118,4.72,M1,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,1459.4900799999998,1253.0975434343432,2.302091641898009,3.0,417.69918114478105,9600,1971.5401350033665,0.0
TC4VS0418T79CAF1P,433,17.32,M2,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5355.58648,4598.2308161616165,8.447505770693542,9.0,510.9145351290685,9600,8849.039748435467,0.0
TC4VS0418T79CEL1P,6,0.24,M3,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,74.21136,63.716824242424245,0.11705550721515301,1.0,63.716824242424245,9600,15.292037818181818,0.0
TC4VS0418T79GRI1P,251,10.04,M1,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3104.5085599999998,2665.487147474747,4.8968220518339,5.0,533.0974294949494,9600,5352.298192129292,0.0
TC4VS0418T79MUS1P,223,8.92,M2,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2758.18888,2368.1419676767678,4.350563018163187,5.0,473.62839353535355,9600,4224.765270335353,0.0
TC4VS0418T79NEG1P,39,1.56,M3,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,482.37384000000003,414.15935757575755,0.7608607968984945,1.0,414.15935757575755,9600,646.0885978181818,0.0
TC4VS0418T79ROJ1P,5,0.2,M1,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,61.842800000000004,53.09735353535354,0.09754625601262752,1.0,53.09735353535354,9600,10.61947070707071,0.0
TC4VS0418T79ROS1P,275,11.0,M2,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3401.354,2920.354444444444,5.3650440806945126,6.0,486.7257407407407,9600,5353.983148148148,0.0
TC4VS0418T79VOS1P,477,19.08,M3,309.214,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5899.80312,5065.487527272726,9.305912823604661,10.0,506.5487527272726,9600,9664.95020203636,1.0825033672726627
TC1VS0129T1012AZU1P,334,13.36,M1,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3855.5623999999993,3310.3313535353527,6.081478796934493,7.0,472.90447907647894,9600,6318.003840461758,0.0
TC1VS0129T1012BEI1P,582,23.28,M2,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,6718.3751999999995,5768.3019393939385,10.597067843760104,11.0,524.3910853994489,9600,12207.824468099172,43.4637411349862
TC1VS0129T1012BLA1P,442,17.68,M3,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5102.271199999999,4380.737898989898,8.047944994745647,9.0,486.748655443322,9600,8605.716228237932,0.0
TC1VS0129T1012CAF1P,200,8.0,M1,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2308.72,1982.2343434343431,3.6416040700206547,4.0,495.5585858585858,9600,3964.4686868686863,0.0
TC1VS0129T1012GRC1P,154,6.16,M2,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,1777.7143999999998,1526.3204444444443,2.8040351339159044,3.0,508.77348148148144,9600,3134.0446459259256,0.0
TC1VS0129T1012GOS1P,587,23.48,M3,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,6776.093199999999,5817.8577979797965,10.68810794551062,11.0,528.8961634527087,9600,12418.481917869602,46.974698631160024
TC1VS0129T1012MUS1P,324,12.96,M1,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3740.1264,3211.2196363636367,5.899398593433462,6.0,535.2032727272727,9600,6936.234414545455,0.0
TC1VS0129T1012NEG1P,27,1.08,M2,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,311.67719999999997,267.6016363636364,0.4916165494527885,1.0,267.6016363636364,9600,289.0097672727273,0.0
TC1VS0129T1012PIE1P,574,22.96,M3,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,6626.0264,5689.012565656565,10.45140368095928,11.0,517.1829605142332,9600,11874.520773406794,37.908679556779894
TC1VS0129T1012VEM1P,515,20.6,M1,288.59,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5944.954,5104.2534343434345,9.377130480303187,10.0,510.42534343434346,9600,10514.762074747476,15.246034579124595
TC2VS0631T1012AMA1P,554,22.16,M2,288.64,0.9,0.85,0.1,0.9,0.9,544.33,8,1,6396.2624,5491.740444444444,10.088990951159118,11.0,499.2491313131313,9600,11063.36074989899,24.389345831649827
TC2VS0631T1012AZU1P,324,12.96,M3,288.64,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3740.7744000000002,3211.7760000000003,5.9004207006778975,6.0,535.296,9600,6937.436160000001,0.0
TC2VS0631T1012BLA1P,28,1.12,M1,288.64,0.9,0.85,0.1,0.9,0.9,544.33,8,1,323.27680000000004,277.5608888888889,0.5099129000585837,1.0,277.5608888888889,9600,310.8681955555556,0.0
TC2VS0631T1012ROJ1P,156,6.24,M2,288.64,0.9,0.85,0.1,0.9,0.9,544.33,8,1,1801.1136,1546.4106666666667,2.840943300326395,3.0,515.4702222222222,9600,3216.5341866666668,0.0
TC2VS0631T1012ROS1P,74,2.96,M3,288.64,0.9,0.85,0.1,0.9,0.9,544.33,8,1,854.3743999999999,733.5537777777777,1.3476269501548281,2.0,366.77688888888883,9600,1085.659591111111,0.0
TC2VS0631T85AZU1P,209,8.36,M1,218.06,0.9,0.85,0.1,0.9,0.9,544.33,8,1,1822.9815999999998,1565.186222222222,2.8754362651741077,3.0,521.7287407407407,9600,4361.6522725925915,0.0
TC2VS0631T85BLA1P,658,26.32,M2,218.06,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5739.3392,4927.715474747475,9.052808911409393,10.0,492.77154747474754,9600,12969.747129535355,56.16245215892259
TC2VS0631T85PIE1P,204,8.16,M3,223.98,0.9,0.85,0.1,0.9,0.9,544.33,8,1,1827.6768,1569.2174545454545,2.8828421261834816,3.0,523.0724848484848,9600,4268.271476363636,0.0
TC4VS0631T79AZU1P,243,9.72,M1,220.48,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2143.0656,1840.005818181818,3.3803130787974536,4.0,460.0014545454545,9600,4471.214138181818,0.0
TC4VS0631T79BLA1P,896,35.84,M2,220.48,0.9,0.85,0.1,0.9,0.9,544.33,8,1,7902.0032,6784.548202020203,12.464035055977444,13.0,521.8883232323233,9600,18704.477504646467,151.7412917441078
TC4VS0631T79AMA1P,339,13.56,M3,228.99,0.9,0.85,0.1,0.9,0.9,544.33,8,1,3105.1044,2665.998727272727,4.897761885754464,5.0,533.1997454545455,9600,7230.188548363637,0.0
TC4VS0631T79CEL1P,271,10.84,M1,228.99,0.9,0.85,0.1,0.9,0.9,544.33,8,1,2482.2516,2131.226121212121,3.915319973567727,4.0,532.8065303030303,9600,5775.622788484849,0.0
TC4VS0631T79ROJ1P,588,23.52,M2,228.99,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5385.8448,4624.210181818181,8.495233005379422,9.0,513.8011313131312,9600,12084.602608484847,41.410043474747454
TC4VS0631T79ROS1P,606,24.24,M3,228.99,0.9,0.85,0.1,0.9,0.9,544.33,8,1,5550.7176,4765.767636363636,8.755291158605322,9.0,529.5297373737372,9600,12835.800833939391,53.93001389898985
TC3VS0644T13BLA1P,5090,203.6,M1,182.0,0.9,0.85,0.1,0.9,0.9,544.33,8,1,37055.2,31815.070707070703,58.44813019137417,59.0,539.2384865605204,9600,109788.95586372196,1669.8159310620326
